name, dam, sire, sex, year
Astersland Star Effect,Astersland Unique Promises,Waggerland On The Spot, Female, 2017 
Astersland Unique Promises,Trafox Rebel Queen,All Trade Hotdog, Female, 2015 
Astersland Whispering Wind,Trafox Rebel Queen,Guns 'n Roses Cymraeg Ci, Female, 2012 
Astersland Xotic Effect,Astersland Unique Promises,Waggerland On The Spot, Female, 2017 
Astersland Xpress Effect,Astersland Unique Promises,Waggerland On The Spot, Male, 2017 
Astersland Xtra Effect,Astersland Unique Promises,Waggerland On The Spot, Male, 2017 
Aston,,Mosegården's Ready for Action, Male, 2014 
Aston,Athena,Hova Bonde's Ace Ventura, , 2012 
Astor v.d. Matten,Daisy v. Voerder L�ndchen,Jezalin Top Jester, Male, 1985 
Astra van het Dassenkamp,Bright Beauty of the Royal Dog,Buck van het Dassenkamp (I), Female, 
Astrantia Stary Eyes,Imme's Aida Alvedans,Verdidas Gillis To Immes, Female, 2006 
Astuce de la Cite des Grands Feux,Souci des Mousquetaires de l'Arms' Park,Bethwyn Beau Brummell, Female, 2005 
Atanvarno of Valley of Respite,Cymreiges Cirila Du Shining Sirius,Brastias Shining Sirius, Male, 2017 
Ataraxis Achilles Last Stand,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Male, 2014 
Ataraxis Big Hunk O Love,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Male, 2014 
Ataraxis Eagle When She Flies,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Female, 2014 
Ataraxis Fox Confessor,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Female, 2014 
Ataraxis Go Your Own Way,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Female, 2014 
Ataraxis Like A Boss,Raglans Just Keep Swimming CGC ROMb,Twinroc Santa Paws PT ROMg, Male, 2015 
Ataraxis Lust For Life,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Male, 2014 
Ataraxis Madness At The Fair,Afara Ultraviolet,Kosmar Striking Back Of Bridgelady, Male, 2013 
Ataraxis Pennies From Heaven,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Female, 2014 
Ataraxis Rhyfeddol Set You Free,Ataraxis Go Your Own Way,Beaguile's Suit Up, Female, 2015 
Ataraxis Run the Jewels,Spyrock Ebonwald Return To Sender RN,Stormridge Dunes National Forest, Female, 2017 
Ataraxis Run the World,Ataraxis Fox Confessor,C-Myste The Game's Afoot at Elyan BN CD RA CGC TDI, Female, 2017 
Ataraxis Runs The Night,Ataraxis Fox Confessor,C-Myste The Game's Afoot at Elyan BN CD RA CGC TDI, Female, 2017 
Ataraxis Shine Bright Like a Diamond,Raglans Just Keep Swimming CGC ROMb,Twinroc Santa Paws PT ROMg, Female, 2015 
Ataraxis the Force Awakens,Spyrock Ebonwald Return To Sender RN,Stormridge Dunes National Forest, Female, 2017 
Ataraxis Walk The Line,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Male, 2014 
Ataraxis We'Re Just Gonna Be Friends,Raglans Just Keep Swimming CGC ROMb,Stormridge Dunes National Forest, Male, 2014 
Atc,Mapatma Twinroc Ticker Tape,Phi-Vestavia Nautilus PT ROMg, , 
Athena,Verdidas Aberdeen,Deavitte Oakleaf, Female, 1997 
Athena,Eglantine Corlan Gi,Gowerston Jazz Singer for Pemcader, Female, 2010 
Athena z Irexu,Brawos Bis Dzierlatka Lisiura,Geestland's Solo Song, Female, 2009 
Atheneo,Fun Lady de la Caverne des Anges,Antoc Gregory, , 1994 
Atherol of Sviki,Yardican Quasi Quality,Catellus Dark  Dorian, Male, 2007 
athewe princes of ligth,,, , 
athewe princes of ligth,,, , 
athewy princes of ligth,,, , 
Athinaviolet,Fun Lady de la Caverne des Anges,Antoc Gregory, Female, 1994 
Atila Beautiful Joy of Life,Charista Corlan Gi,Joy Transfer Hogarth Blue Horizon, Male, 2015 
Atlas,Imago's One Pretty Finn,Imago's Xmas Party, Male, 2010 
Atlas Gratia Superis,Uszaki Dodzilla DUR IR,Uszaki Falkor Luck Dragon, Male, 2013 
Atos,Claudia Cardi,Sirax Copperfield, Male, 1979 
Atrakcyjny Ziomal Controversia,Uchachana Uchatka Controversia,Faarup Kawasaki, Male, 2012 
Atrey Kasmir Moravia,Rotshcard Auronelain,Highlander Cymraeg Ci, Male, 2011 
Aubrey Snowdonia This Kiss,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Female, 2007 
Aubrey's Double Bubbles,Garvins Dinah Do Shinah,Garvins Cut To The Chase, Female, 2001 
Aubrey's Double Dutch,Garvins Dinah Do Shinah,Garvins Cut To The Chase, Male, 2001 
Aubrey's Double Jeopardy,Garvins Dinah Do Shinah,Garvins Cut To The Chase, Male, 2001 
Aubrey's Double The Fun,Garvins Dinah Do Shinah,Garvins Cut To The Chase, Female, 2001 
Aubrey's Double Trouble,Garvins Dinah Do Shinah,Garvins Cut To The Chase, Female, 2001 
Aubrey's Double Your Money,Garvins Dinah Do Shinah,Garvins Cut To The Chase, Female, 2001 
Aubrey's Eyes Of Mystery,Aubrey's I'Ve Got A Secret,Rhys Sunday With George CD RA CGC, Male, 2006 
Aubrey's I Need You,Aubrey's Double Trouble,Heritage Hill-Chandler Quill, Female, 2004 
Aubrey's I'M A Believer,Aubrey's Double Trouble,Heritage Hill-Chandler Quill, Female, 2004 
Aubrey's I'M A Single Lady At Xiv Karat,Aubrey's Tails Of Mystery,Twinroc Santa Paws PT ROMg, Female, 2014 
Aubrey's I'Ve Found You,Aubrey's Double Trouble,Heritage Hill-Chandler Quill, Female, 2004 
Aubrey's I'Ve Got A Feeling,Aubrey's Double Trouble,Heritage Hill-Chandler Quill, Female, 2004 
Aubrey's I'Ve Got A Secret,Aubrey's Double Trouble,Heritage Hill-Chandler Quill, Female, 2004 
Aubrey's Jersey Girl,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Female, 2007 
Aubrey's Kiss Me A Lot,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Male, 2007 
Aubrey's Kiss Me Kate,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Female, 2007 
Aubrey's Kiss N Tell,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Male, 2007 
Aubrey's Let Me Kiss You,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Male, 2007 
Aubrey's Mystery Date at XIV Karat,Aubrey's Tails Of Mystery,Heart Of Gold Power Play ROMg, Male, 2015 
Aubrey's Rusty Morning,Kayshire SW Autumn Classic ROMb,Aubrey's Eyes Of Mystery, Male, 2008 
Aubrey's Say It With A Kiss,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Male, 2007 
Aubrey's Tails Of Mystery,Kayshire SW Autumn Classic ROMb,Aubrey's Eyes Of Mystery, Female, 2008 
Aubrey's When You Kiss Me,Kayshire SW Autumn Classic ROMb,Salvenik Spy Who Loved Me, Male, 2007 
Aubrey's Xactly Like You,Garvins Dinah Do Shinah,Badagri Kiwi Fanfare, Female, 1999 
Aubrey's Xtreme Measures,Garvins Dinah Do Shinah,Badagri Kiwi Fanfare, Female, 1999 
Aubrey’s Remember Me With Smiles at XIV Karat,XIV Karat Always on the go At Aubrey,Lost River Splash N Dash, , 2016 
Audrey from the Stone of Scone,Indigo Girl Indira v. d. Bockm�hle,Ken zur Emsf�hre, Female, 2008 
Audrey of Sviki,Yardican Quasi Quality,Catellus Dark  Dorian, Female, 2007 
Augie,Byrnecrest's Riverdancer,Byrnecrests Red Chile Pepper, Female, 1998 
Augustus Of Llewellyn NA NAJ,Sisterwoods Picturesque ROMb,Sisterwood's Magic Moment, Male, 1998 
Augustus Of Pattenburg,Coblyn's Chocolate Eclaire,Coblyn's Coffee With Cream, Male, 2000 
Augustus Z Stardust,Rhydowen Bethan,Gyaki's Zinfandel Badger, Male, 1993 
Auley of Maurilyn,Sweet Ja-Rae of Kimchella,Dark Dandy of Kolguer, Male, 1971 
Aumondacre Mimi Black Lynn,,, Female, 1990 
Auricula,Omar,Trumpeter, Female, 1925 
Aurigan Abigail Onyx Eclipse,Shadowalk PV Ellusion,C-Myste There And Back Again, Female, 2001 
Aurigan Aldershon Audi,Aurigan Supreme Corvette HSAsd,Aurigan Mantle The Highlander, Male, 2017 
Aurigan Aldershon Bugatti,Aurigan Stubby Acres Lovestruck,Aurigan's Kantasia Rolls Royce, Male, 2017 
Aurigan Audatious Amie,Aurigan Tiny Bubbles,C-Myste There And Back Again, Female, 2002 
Aurigan Ava Sings The Blues,Skippy Llew Aphrodite,Shonleh A Spot Of Talisker, Female, 2017 
Aurigan Bazinga,Aurigan Mp Primary Attraction,Dunes Not All Treasure Is Silver And Gold, Female, 2011 
Aurigan Begin To Laf Outloud,Tell Tail Triple Threat,Claymores Diamonds R Forevr, Male, 2000 
Aurigan Beibhinn,Tell Tail Triple Threat,Claymores Diamonds R Forevr, Female, 2000 
Aurigan Ben Ross,Windshyre's Tapestry,Claymores Diamonds R Forevr, Male, 2000 
Aurigan By Cadfan's Way,Aurigan Mp Primary Attraction,Dunes Not All Treasure Is Silver And Gold, Male, 2011 
Aurigan C-Myste Silmarillion,Shadowalk PV Ellusion,C-Myste There And Back Again, Male, 2001 
Aurigan Cameo Gold,Aurigan Mantle Cleopatra,Claymore's Shere Khan, Female, 2005 
Aurigan Cap'n Crunch,Windshyre's Tapestry,Claymores Diamonds R Forevr, Male, 2000 
Aurigan Cauzin A Commotion RN PT OA NAP OAJ,Shadowalk PV Ellusion,C-Myste There And Back Again, Female, 2001 
Aurigan Chandler,Windshyre's Tapestry,Claymores Diamonds R Forevr, Male, 2000 
Aurigan Cheeky Penny Lane,Aurigan Mantle Out Of Thin Air ROMb,Twinan Ultimate Strike, Female, 2010 
Aurigan Dunes Celestine Blue,Pecan Valley Mustang Sally,Shadowalk Deacon, Female, 2009 
Aurigan Dunes Crimson Gold,Aurigan Mantle Cleopatra,Claymore's Shere Khan, Male, 2005 
Aurigan Dunes National Treasure,Aurigan Mantle Out Of Thin Air ROMb,Phi-Vestavia Koltrain, Male, 2007 
Aurigan Dunes Summer Nights,Sunspark Aurigan Back At Ya RE CGC,Tailbrite Timepiece's Starlight Trilogy, Male, 2018 
Aurigan Friends In Low Places,Aurigan Miss Goodnite ROMb,Davenitch Garth O Chaps ROMb, Female, 2002 
Aurigan Giacinta,Aurigan Mantle Storyteller,Timepieces I Am I Said, Female, 2018 
Aurigan Gidget,Windshyre's Tapestry,Claymores Diamonds R Forevr, Female, 2000 
Aurigan Go With The Flojo UD, VER, RM,Merrymoon Pluperfect Pacifica,Aurigan Thunder Rolls CD RN, Female, 2008 
Aurigan Life Of Riley,Llynhill American Beauty ROMb,Phi-Vestavia Koltrain, Male, 
Aurigan Mantle Bea Darrk Dragon,Aurigan Mantle Dragonlilly PT,Aurigan Dunes National Treasure, Male, 2014 
Aurigan Mantle Cinnamon N Gold,Aurigan Mantle Cleopatra,Claymore's Shere Khan, Female, 2005 
Aurigan Mantle Cleopatra,Sisterwood's Angel 'N Disguise,Aurigan Thunder Rolls CD RN, Female, 2003 
Aurigan Mantle Dragonlilly PT,Aurigan Mantle Eye Candy,Lynn Farm's What's Not to Love HT, Female, 2012 
Aurigan Mantle Eye Candy,Aurigan Mantle Out Of Thin Air ROMb,Kerman Strike Up The Band, Female, 2009 
Aurigan Mantle Eye of the Tiger,Aurigan Mantle Out Of Thin Air ROMb,Kerman Strike Up The Band, Male, 2009 
Aurigan Mantle Eye Witness at Kylea,Aurigan Mantle Out Of Thin Air ROMb,Kerman Strike Up The Band, Male, 2009 
Aurigan Mantle Its All About Me,Aurigan Mantle Out Of Thin Air ROMb,Phi-Vestavia Koltrain, Female, 2007 
Aurigan Mantle Jezabelle,Aurigan Mantle Strikes Again PT CD RAE VC,Tailbrite Beltane Dark Before Dawn, Female, 2012 
Aurigan Mantle Low Profile At Skyfire,Aurigan Mantle Out Of Thin Air ROMb,Twinan Ultimate Strike, Female, 2010 
Aurigan Mantle Out of My Way,Aurigan Mantle Out Of Thin Air ROMb,Rhys Doctor Feelgood, Female, 
Aurigan Mantle Out Of Thin Air ROMb,Llynhill American Beauty ROMb,Aurigan Thunder Rolls CD RN, Female, 2005 
Aurigan Mantle Rocket Man,Aurigan Mantle Jezabelle,Aurigan Life Of Riley, Male, 2013 
Aurigan Mantle Storyline,Aurigan Mantle Eye Candy,Tailbrite Beltane Dark Before Dawn, Female, 2011 
Aurigan Mantle Storyteller,Aurigan Mantle Eye Candy,Tailbrite Beltane Dark Before Dawn, Female, 2011 
Aurigan Mantle Strikes Again PT CD RAE VC,Aurigan Mantle Out Of Thin Air ROMb,Twinan Ultimate Strike, Female, 2010 
Aurigan Mantle The Highlander,Aurigan Bazinga,Toreth Sunshine's Here Be Dragons, Male, 2015 
Aurigan Mantle The Huntsman,Aurigan Supreme Corvette HSAsd,Aurigan Mantle The Highlander, Male, 2017 
Aurigan Margaux-With-An-X,Rememberance Revival,Aurigan Cap'n Crunch, Female, 2002 
Aurigan Midnight Rendezvous at Cub Run,Aurigan Bazinga,Lynn Farm's What's Not to Love HT, Female, 2013 
Aurigan Miss Goodnite ROMb,Windshyre's Tapestry,Claymores Diamonds R Forevr, Female, 1999 
Aurigan Miss Moneypennie,Windshyre's Tapestry,Claymores Diamonds R Forevr, Female, 1999 
Aurigan Miss Sadie Comes Home,Llynhill American Beauty ROMb,Aurigan Thunder Rolls CD RN, Female, 2005 
Aurigan Mister Idnight,Aurigan Miss Goodnite ROMb,Davenitch Garth O Chaps ROMb, Male, 2002 
Aurigan Mountain Molly Maguire,Aurigan Mp Primary Attraction,Dunes Not All Treasure Is Silver And Gold, Female, 2011 
Aurigan Mp Primary Attraction,Merrymoon Pluperfect Pacifica,Aurigan Thunder Rolls CD RN, Female, 2008 
Aurigan Ms Midnite Tailbrite,Aurigan Miss Goodnite ROMb,Davenitch Garth O Chaps ROMb, Female, 2002 
Aurigan Musetta's Waltz,Sunspark Aurigan Back At Ya RE CGC,Tailbrite Timepiece's Starlight Trilogy, Female, 2018 
Aurigan Oh Snap,Aurigan Mp Primary Attraction,Dunes Not All Treasure Is Silver And Gold, Male, 2011 
Aurigan Paparazzi,Aurigan Bazinga,Rockabilly Rebel Rouser, Female, 2015 
Aurigan Pierce Brosnan,Windshyre's Tapestry,Claymores Diamonds R Forevr, Male, 1999 
Aurigan Prince Albert,Rememberance Revival,Aurigan Cap'n Crunch, Male, 2002 
Aurigan Quartermaster,Aurigan Mantle Storyteller,Timepieces I Am I Said, Male, 2018 
Aurigan Ragnar The Red,Aurigan Bazinga,Rockabilly Rebel Rouser, Male, 2015 
Aurigan Rocket Man,,, Male, 
Aurigan Shonleh Because I Can,Shonleh Starfire,Aurigan Cap'n Crunch, Female, 2005 
Aurigan Shwan Con'ry,Windshyre's Tapestry,Claymores Diamonds R Forevr, Male, 1999 
Aurigan Sir Wallace,Aurigan Mantle Cleopatra,Claymore's Shere Khan, Male, 2005 
Aurigan Songwriter,Aurigan Mantle Storyteller,Merrythought The Keeping Quilt, Female, 2015 
Aurigan Stubby Acres Lovestruck,Aurigan Mantle Strikes Again PT CD RAE VC,Lynn Farm's What's Not to Love HT, Female, 2013 
Aurigan Sugar Pop CD RA PT OA AXJ MXP3 MXPB MJP3 MJPB NF OFP T2BP VC,Aurigan Tiny Bubbles,Aurigan Cap'n Crunch, Female, 2004 
Aurigan Supreme Corvette HSAsd,Aurigan Mantle Jezabelle,Merrythought The Keeping Quilt, Female, 2014 
Aurigan Tailbrite Brisco,Aurigan Ms Midnite Tailbrite,Phi-Vestavia Koltrain, Male, 2004 
Aurigan Thunder Rolls CD RN,Aurigan Miss Goodnite ROMb,Davenitch Garth O Chaps ROMb, Male, 2002 
Aurigan Timberside Annabelle,Aurigan Mantle Dragonlilly PT,Aurigan Dunes National Treasure, Female, 2014 
Aurigan Timepiece's Sweet Caroline,Aurigan Bazinga,Lynn Farm's What's Not to Love HT, Female, 2013 
Aurigan Tiny Bubbles,Tell Tail Triple Threat,Claymores Diamonds R Forevr, Female, 2000 
Aurigan Watcher Of Derry Dell,Shadowalk PV Ellusion,C-Myste There And Back Again, Male, 2001 
Aurigan Who Loves Ya Baby,Aurigan Mantle Strikes Again PT CD RAE VC,Lynn Farm's What's Not to Love HT, Male, 2013 
Aurigan Wolfrun Brandywine ROMs,Shadowalk PV Ellusion,C-Myste There And Back Again, Female, 2001 
Aurigan's Danger Zone at Supreme,Aurigan Bazinga,Lynn Farm's What's Not to Love HT, Male, 2013 
Aurigan's Hollywood Rozlyn,Tell Tail Triple Threat,Claymores Diamonds R Forevr, Female, 2000 
Aurigan's Kantasia Rolls Royce,Aurigan Mantle Jezabelle,Merrythought The Keeping Quilt, Male, 2014 
Aurigan's Monster Mash,Tell Tail Triple Threat,Claymores Diamonds R Forevr, Male, 2000 
Aurigan's Piper,Windshyre's Tapestry,Claymores Diamonds R Forevr, Male, 2000 
Aurikel vom Holledauer Bockerl,Ophelia zur Emsf�hre,Rubad-Harrow Brython, Female, 2009 
Aurora Dare To Dream,Badagri Red Hot Rhumba,Dorwyn Another Miracle (AI), Female, 2014 
Aurora I Have A Dream,Badagri Red Hot Rhumba,Dorwyn Another Miracle (AI), Female, 2014 
Aurora Negri,Rusty Gaucho,Cool Breezer for Jazenta Gaucho, Male, 2014 
Aurora Riverside Livin' the Dream,Badagri Red Hot Rhumba,Dorwyn Another Miracle (AI), Male, 2014 
Aurora Tribute To Badagri via Elmsmere,Badagri Red Hot Rhumba,Larchmont Vindicator, Male, 2013 
Autentyczny Zgrywus Controversia,Uchachana Uchatka Controversia,Faarup Kawasaki, Male, 2012 
Autra Augustus Caesar,Marla Of Bronant,Lord Jim's Lucky Domino ROMg, Male, 
Autumns Ewe Gotta Love Lottie,Davenitch Rhiannon Latte,Kennebec Everybody Loves..., Female, 2008 
Avagdu Lucky Veles,Dakota Corlan Gi,Yardican Cardiridge Noki Niilo, Male, 2006 
Avalarion of Rivendel‘s Cardigan‘s,Darria z Irexu,Welshclan's Finn Fearghus, , 2016 
Avalarion of Rivendels Cardigans,Darria z Irexu,Welshclan's Finn Fearghus, Female, 2016 
Avalon,Vistruphus Cassie,Strandengen's Herkules, Female, 2015 
Avalon Shining Sirius,Fest Delicja,Damian Corlan Gi, Male, 2010 
Avalon-�zil von Welterod,Welshclan's Dilwyn Dacey,Carddicted Earl Grey, Male, 2014 
Avalon's American Day Of Infamy,Cliffside Crown Jewel of Avalon,Mariel's Harvest Moon, Male, 2008 
Avalon's Aristocrat,Cliffside Crown Jewel of Avalon,Cymbrogi's Equilibrium, ROMVs, Male, 2012 
Avalon's Blue Obsession,Avalon's Little Black Dress,McLea's Smarty Jones V Starview, Male, 2014 
Avalon's Haute Couture,Cliffside Crown Jewel of Avalon,Mariel's Harvest Moon, Female, 2008 
Avalon's Heroine,Avalon's Little Black Dress,McLea's Smarty Jones V Starview, Female, 2014 
Avalon's Little Black Dress,Cliffside Crown Jewel of Avalon,Cymbrogi's Equilibrium, ROMVs, Female, 2012 
Avalon's Love Potion No. 9,Cliffside Crown Jewel of Avalon,Mariel's Harvest Moon, Male, 2008 
Avalon's Mist,Cliffside Crown Jewel of Avalon,Mariel's Harvest Moon, Male, 2008 
Avalon's Moonlight Mist For Jaicee,Cliffside Crown Jewel of Avalon,Cymbrogi's Equilibrium, ROMVs, Female, 2012 
Avalon's Mountain Orchid,Avalon's Little Black Dress,McLea's Smarty Jones V Starview, Female, 2014 
Avalon's The Way It Is,Cliffside Crown Jewel of Avalon,Mariel's Harvest Moon, Female, 2008 
Avan Gwladwres,,, Female, 
Ave Maria,Gudvari Mey,Zamok Svyatogo Angela Unikum, Female, 2014 
Avery O'Buran,Dilwel Lucky Susan,Brymore's Jon Of Metromedia, , 
Avis of Ivanmour,Golden Fluer of Medway,Tuahine Merribetson, Female, 1975 
Avonaire A Black Son of a Bitch,Mosegården's Camilla,Makari, Male, 1987 
Avonaire A Lucky Fellow in Black,Mosegården's Camilla,Makari, Male, 1987 
Avonaire A Star Dressed in Blue,Mosegården's Camilla,Makari, Male, 1987 
Avonaire A Tricky Little Thing,Mosegården's Camilla,Makari, Male, 1987 
Avonaire A True Friend in Black,Mosegården's Camilla,Makari, Male, 1987 
Avonaire A Welsh Poem in Blue,Mosegården's Camilla,Makari, Female, 1987 
Avonaire Affectionate Dreamboy,Mosegården's Camilla,Makari, Male, 1987 
Avonaire Agile Loverboy in Black,Mosegården's Camilla,Makari, Male, 1987 
Avonaire Angle-Eyed Girl in Blue,Mosegården's Camilla,Makari, Female, 1987 
Avonaire Aristocrat in Disquise,Mosegården's Camilla,Makari, Male, 1987 
Avonaire Bashful Bachelor Boy,Mosegården's Camilla,Salvenik Sea Captain, Male, 1990 
Avonaire Bat in the Belfry,Mosegården's Camilla,Salvenik Sea Captain, Male, 1990 
Avonaire Belle of the Ball,Mosegården's Camilla,Salvenik Sea Captain, Female, 1990 
Avonaire Big Bad Billy Boy,Mosegården's Camilla,Salvenik Sea Captain, Male, 1990 
Avonaire Blossom of Wintertime,Mosegården's Camilla,Salvenik Sea Captain, Female, 1990 
Avonaire Busybody Buxom Bitch,Mosegården's Camilla,Salvenik Sea Captain, Female, 1990 
Avonaire Butchers Bad Luck,Mosegården's Camilla,Salvenik Sea Captain, Male, 1990 
Avonaire Camellia Jewel,Mosegården's Camilla,Glendower Buandroed Blueblaidd, Female, 1993 
Avonaire Chantilly Blue Lace,Mosegården's Camilla,Glendower Buandroed Blueblaidd, Female, 1993 
Avonaire Classic Ice Blue,Mosegården's Camilla,Glendower Buandroed Blueblaidd, Male, 1993 
Avonaire Clear Blue Challenger,Mosegården's Camilla,Glendower Buandroed Blueblaidd, Male, 1993 
Avonaire Clever Country Boy,Mosegården's Camilla,Glendower Buandroed Blueblaidd, Male, 1993 
Avonaire Cool Casual Cooky,Mosegården's Camilla,Glendower Buandroed Blueblaidd, Male, 1993 
Avonaire Daddy Longlegs,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Male, 1995 
Avonaire Dear Little Darling,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Female, 1995 
Avonaire Delicate Affair,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Female, 1995 
Avonaire Devoted To Love,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Female, 1995 
Avonaire Diamond in the Rough,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Male, 1995 
Avonaire Dizzy Dr. Dolittle,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Male, 1995 
Avonaire Dotty Dolly,Avonaire Belle of the Ball,Glendower Corwynt Cawr, Female, 1995 
Avonaire Eager To Please,Avonaire Camellia Jewel,Beckrow Blue Spruce, Male, 1996 
Avonaire Easy Going Guy,Avonaire Camellia Jewel,Beckrow Blue Spruce, Male, 1996 
Avonaire Easy On My Mind,Avonaire Camellia Jewel,Beckrow Blue Spruce, Male, 1996 
Avonaire Ebenezer Scrooge,Avonaire Camellia Jewel,Beckrow Blue Spruce, Male, 1996 
Avonaire Ebony Sweetheart,Avonaire Camellia Jewel,Beckrow Blue Spruce, Female, 1996 
Avonaire Elegant Blue Cavalier,Avonaire Camellia Jewel,Beckrow Blue Spruce, Male, 1996 
Avonaire Elusive Fairy In Blue,Avonaire Camellia Jewel,Beckrow Blue Spruce, Female, 1996 
